lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,300.4715649,63.34933119,86.8390119,63.36691281,87.91434829,63.36691281
0.1,2.4,411.8829131,103.2915324,109.6533646,103.295173,109.1717462,103.295173
0.01,100.0,479.9323891,177.5716939,132.2996209,181.6890332,132.9038574,181.6890332
