lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,301.5862027,36.17990437,87.76605927,36.17712523,88.87818541,36.17712523
0.1,2.4,420.400584,58.4207947,112.5342706,58.421706,112.1026266,58.421706
0.01,100.0,521.6322737,133.4442187,145.5657629,130.4363845,146.872195,130.4363845
