lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,279.9308176,115.0306101,81.54083132,115.0587469,82.5774443,115.0587469
0.1,2.4,377.1492986,187.0336653,102.1397017,187.0447488,101.902489,187.0447488
0.01,100.0,447.4888422,345.2122849,126.042693,350.4339934,127.0133095,350.4339934
