lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,319.3041155,96.03594434,90.60634189,96.01029925,91.64153882,96.01029925
0.1,2.4,479.738063,156.5636113,120.8375164,156.5756478,119.6566394,156.5756478
0.01,100.0,561.7003542,268.9680685,143.1943227,275.422289,142.8341086,275.422289
