lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,306.8225248,77.46655818,88.26641009,77.46187188,89.33595742,77.46187188
0.1,2.4,436.0651002,125.8126591,114.0853607,125.8212862,113.3589856,125.8212862
0.01,100.0,517.8510214,238.2388251,140.0568308,240.6735071,140.5641672,240.6735071
