lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,342.8367214,11.00696777,98.16432139,10.98970971,99.33321938,10.98970971
0.1,2.4,510.748558,17.832867,130.4890151,17.83369958,129.4163292,17.83369958
0.01,100.0,615.1760323,34.50368811,160.4479882,34.61113275,160.6581854,34.61113275
