lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,284.2499431,66.65666038,83.03045073,66.65578906,84.09487583,66.65578906
0.1,2.4,393.3501896,107.407017,106.1703033,107.4118246,105.8617814,107.4118246
0.01,100.0,496.4356596,267.4720568,140.0083758,257.6477787,141.5301137,257.6477787
