lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,306.9227911,133.547443,87.52011156,133.5643503,88.53625802,133.5643503
0.1,2.4,454.1472443,217.2648601,115.780811,217.2763008,114.761065,217.2763008
0.01,100.0,535.1760263,395.1070665,139.2689846,402.0903751,139.2196923,402.0903751
