lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,326.5375619,47.70824788,93.21261009,47.72267329,94.30645967,47.72267329
0.1,2.4,479.114711,77.74326532,122.5501992,77.74734155,121.4987161,77.74734155
0.01,100.0,561.4643483,136.0369276,146.7548607,138.784943,146.7095345,138.784943
