lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,294.7070261,167.8859049,84.22519162,167.8544589,85.21257095,167.8544589
0.1,2.4,423.6107271,273.5348174,109.4317238,273.5365884,108.5787678,273.5365884
0.01,100.0,492.0687158,476.2665116,130.5394348,487.7970399,130.6066648,487.7970399
