lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,302.7030488,123.5146114,86.56586114,123.5377062,87.5841486,123.5377062
0.1,2.4,435.412436,201.2779916,112.4948534,201.2877429,111.6188796,201.2877429
0.01,100.0,506.4861922,350.1034518,134.3726427,358.2150129,134.4514743,358.2150129
