lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,306.269782,69.41163585,88.30367252,69.41182398,89.38341749,69.41182398
0.1,2.4,433.2706014,112.6126161,113.8916097,112.6190022,113.2246297,112.6190022
0.01,100.0,518.127373,219.6105559,141.0656908,220.8794157,141.7197001,220.8794157
