lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,299.2316524,145.0871652,85.50129683,145.0928732,86.50288297,145.0928732
0.1,2.4,431.1156395,236.4507328,111.2226617,236.4571578,110.3402069,236.4571578
0.01,100.0,500.7211277,409.7951424,132.5625798,419.7047149,132.6026129,419.7047149
