lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,312.9301742,75.59997618,89.50259706,75.59524643,90.56203567,75.59524643
0.1,2.4,449.3044719,123.2383742,116.1535209,123.2462454,115.261803,123.2462454
0.01,100.0,522.9952431,212.9391451,138.8890135,217.7802795,138.9939109,217.7802795
