lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,283.169927,101.5218962,82.35367552,101.5224084,83.39355135,101.5224084
0.1,2.4,380.7300045,165.5063573,102.8501511,165.5133065,102.5799831,165.5133065
0.01,100.0,444.7393645,285.9833559,124.6495831,292.6757735,125.4517543,292.6757735
