lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,240.5298865,63.16949623,72.71836662,63.170107,73.77925954,63.170107
0.1,2.4,304.3447409,101.9284214,88.5370815,101.9329007,89.12141708,101.9329007
0.01,100.0,397.2904774,239.3137157,120.7009304,233.175304,123.0992231,233.175304
