lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,292.4383186,41.58309523,85.44456471,41.58211654,86.55105528,41.58211654
0.1,2.4,388.7237982,67.74599841,106.0553557,67.74701003,105.9178224,67.74701003
0.01,100.0,458.5527115,118.7951398,130.0453097,121.1102285,131.1143805,121.1102285
