lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,289.2578027,161.2231284,83.07502509,161.2156721,84.0694049,161.2156721
0.1,2.4,406.8718751,262.6445049,106.5720019,262.6602596,105.8965853,262.6602596
0.01,100.0,473.2872506,460.2443992,127.9130613,470.9581056,128.2206103,470.9581056
