lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,329.4687527,38.69687378,94.21972232,38.69909518,95.33345278,38.69909518
0.1,2.4,489.2178234,62.83706042,124.9761031,62.83929303,123.9307481,62.83929303
0.01,100.0,585.6360707,119.9213207,152.8416478,120.8089742,152.9859003,120.8089742
