lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,302.7984365,160.0427279,86.28287816,160.0336894,87.28098682,160.0336894
0.1,2.4,449.040331,260.3285909,114.3042624,260.34076,113.2834843,260.34076
0.01,100.0,528.9706169,473.7517827,137.3403969,482.4471091,137.2620986,482.4471091
