lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,294.0432752,148.5115353,84.58508907,148.5077183,85.60392686,148.5077183
0.1,2.4,426.6796596,240.3506468,110.898584,240.3557412,110.1347657,240.3557412
0.01,100.0,517.2885956,509.7107785,138.8320698,507.4954346,139.40194,507.4954346
