lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,325.3267299,39.56256138,93.20109998,39.5633097,94.3120158,39.5633097
0.1,2.4,472.9350092,64.33550792,121.9879924,64.33681676,121.0431025,64.33681676
0.01,100.0,559.7742382,118.273882,148.2912232,119.7970695,148.5151533,119.7970695
