lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,279.0955371,113.3441415,81.49096426,113.3651986,82.53536008,113.3651986
0.1,2.4,377.9986776,183.6503994,102.6022969,183.6602456,102.3819087,183.6602456
0.01,100.0,458.6812852,374.5149855,129.8231448,374.745836,131.0224898,374.745836
