lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,284.875753,37.60734793,83.79916389,37.60194822,84.91328581,37.60194822
0.1,2.4,373.2550758,61.18826054,103.2684642,61.18919513,103.3208918,61.18919513
0.01,100.0,446.0454119,110.6372309,128.5204125,112.3073862,129.875779,112.3073862
