lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,271.820049,136.8541646,79.42055542,136.8646559,80.44222034,136.8646559
0.1,2.4,363.0158541,222.3942999,99.02907912,222.4016108,98.89356802,222.4016108
0.01,100.0,432.5744515,415.3395209,122.8504109,421.215053,123.9326172,421.215053
