lo_en,hi_en,rate_0864080901PN,Lx_0864080901PN,rate_0864080901MOS1,Lx_0864080901MOS1,rate_0864080901MOS2,Lx_0864080901MOS2
0.5,2.0,309.4478282,125.9638178,88.10683936,125.937974,89.12337727,125.937974
0.1,2.4,458.6850825,205.1321652,116.6137967,205.1366939,115.5515548,205.1366939
0.01,100.0,537.4767974,362.1620325,139.2011135,369.8825598,139.0429525,369.8825598
